Purchase ID,Customer ID,Product ID,Product Name,Purchase Date,Quantity,Total Price (INR),Payment Method,Discount Applied,Location,Customer Rating
Purchase_545,C040,1001,Mamaearth Onion Hair Oil,2025-03-04,1,399,Credit Card,10%,Delhi,4.4
Purchase_546,C041,1004,Mamaearth Tea Tree Face Wash,2023-07-25,2,698,UPI,0%,Chennai,4.3
Purchase_547,C041,1001,Mamaearth Onion Hair Oil,2023-07-25,1,399,UPI,10%,Bangalore,4.6
Purchase_548,C041,1003,Mamaearth Charcoal Body Wash,2024-07-03,1,349,UPI,20%,Delhi,4.7
Purchase_549,C041,1002,Mamaearth Vitamin C Face Cream,2024-11-12,2,998,UPI,20%,Mumbai,3.6
Purchase_550,C041,1001,Mamaearth Onion Hair Oil,2025-02-19,2,798,UPI,0%,Bangalore,4.0
Purchase_551,C041,1004,Mamaearth Tea Tree Face Wash,2025-03-27,2,698,Debit Card,20%,Bangalore,4.9
Purchase_552,C042,1001,Mamaearth Onion Hair Oil,2023-04-25,2,798,UPI,5%,Mumbai,4.9
Purchase_553,C042,1004,Mamaearth Tea Tree Face Wash,2023-04-25,2,698,UPI,0%,Chennai,4.0
Purchase_554,C042,1002,Mamaearth Vitamin C Face Cream,2023-09-25,2,998,Debit Card,0%,Chennai,4.6
Purchase_555,C042,1005,Mamaearth Anti-Hair Fall Shampoo,2023-09-25,1,349,Credit Card,0%,Delhi,4.4
Purchase_556,C042,1002,Mamaearth Vitamin C Face Cream,2023-10-05,2,998,Net Banking,0%,Bangalore,4.5
Purchase_557,C042,1001,Mamaearth Onion Hair Oil,2024-04-30,2,798,UPI,0%,Chennai,4.4
Purchase_558,C042,1006,Mamaearth Ubtan Face Mask,2024-07-03,1,349,Net Banking,5%,Pune,4.2
Purchase_559,C042,1001,Mamaearth Onion Hair Oil,2024-07-27,1,399,Net Banking,0%,Chennai,4.3
Purchase_560,C042,1002,Mamaearth Vitamin C Face Cream,2024-07-27,2,998,Net Banking,15%,Mumbai,4.7
Purchase_561,C042,1006,Mamaearth Ubtan Face Mask,2024-11-17,2,698,Debit Card,5%,Delhi,4.8
Purchase_562,C042,1005,Mamaearth Anti-Hair Fall Shampoo,2024-12-05,2,698,Debit Card,5%,Pune,4.7
Purchase_563,C042,1005,Mamaearth Anti-Hair Fall Shampoo,2025-07-27,1,349,Credit Card,20%,Bangalore,4.3
Purchase_564,C043,1002,Mamaearth Vitamin C Face Cream,2023-05-29,2,998,Net Banking,20%,Delhi,5.0
Purchase_565,C043,1004,Mamaearth Tea Tree Face Wash,2023-07-25,1,349,Credit Card,20%,Delhi,4.9
Purchase_566,C043,1005,Mamaearth Anti-Hair Fall Shampoo,2023-07-25,1,349,Debit Card,20%,Mumbai,4.2
Purchase_567,C043,1001,Mamaearth Onion Hair Oil,2023-09-11,2,798,Debit Card,5%,Delhi,4.9
Purchase_568,C043,1003,Mamaearth Charcoal Body Wash,2024-01-06,1,349,Debit Card,0%,Chennai,4.5
Purchase_569,C043,1006,Mamaearth Ubtan Face Mask,2024-01-06,1,349,Credit Card,15%,Chennai,4.4
Purchase_570,C043,1004,Mamaearth Tea Tree Face Wash,2024-03-13,2,698,UPI,15%,Mumbai,4.2
Purchase_571,C043,1005,Mamaearth Anti-Hair Fall Shampoo,2024-03-14,2,698,Net Banking,0%,Pune,3.9
Purchase_572,C043,1004,Mamaearth Tea Tree Face Wash,2024-03-14,2,698,Debit Card,5%,Chennai,4.1
Purchase_573,C043,1006,Mamaearth Ubtan Face Mask,2024-06-19,2,698,UPI,20%,Pune,4.2
Purchase_574,C043,1004,Mamaearth Tea Tree Face Wash,2024-06-29,1,349,UPI,20%,Pune,4.7
Purchase_575,C043,1005,Mamaearth Anti-Hair Fall Shampoo,2024-06-29,2,698,Credit Card,0%,Delhi,4.1
Purchase_576,C043,1005,Mamaearth Anti-Hair Fall Shampoo,2024-07-20,2,698,Credit Card,0%,Delhi,4.8
Purchase_577,C043,1002,Mamaearth Vitamin C Face Cream,2025-04-27,1,499,Net Banking,15%,Delhi,3.9
Purchase_578,C043,1006,Mamaearth Ubtan Face Mask,2025-04-27,1,349,Debit Card,20%,Mumbai,3.9
Purchase_579,C043,1004,Mamaearth Tea Tree Face Wash,2025-05-16,1,349,Debit Card,10%,Mumbai,4.2
Purchase_580,C043,1001,Mamaearth Onion Hair Oil,2025-05-16,2,798,Debit Card,0%,Delhi,4.9
Purchase_581,C043,1001,Mamaearth Onion Hair Oil,2025-07-22,2,798,Debit Card,20%,Bangalore,3.9
Purchase_582,C043,1005,Mamaearth Anti-Hair Fall Shampoo,2025-07-22,2,698,UPI,15%,Delhi,3.8
Purchase_583,C044,1005,Mamaearth Anti-Hair Fall Shampoo,2023-06-10,1,349,Credit Card,0%,Bangalore,4.0
Purchase_584,C044,1004,Mamaearth Tea Tree Face Wash,2023-06-10,1,349,Credit Card,15%,Chennai,4.1
Purchase_585,C044,1004,Mamaearth Tea Tree Face Wash,2023-06-17,2,698,UPI,0%,Pune,5.0
Purchase_586,C044,1005,Mamaearth Anti-Hair Fall Shampoo,2023-06-17,1,349,UPI,5%,Bangalore,4.8
Purchase_587,C044,1005,Mamaearth Anti-Hair Fall Shampoo,2023-10-09,1,349,Debit Card,5%,Pune,4.6
Purchase_588,C044,1006,Mamaearth Ubtan Face Mask,2024-01-16,1,349,Credit Card,10%,Bangalore,3.7
Purchase_589,C044,1006,Mamaearth Ubtan Face Mask,2024-01-16,1,349,Debit Card,0%,Delhi,4.1
Purchase_590,C044,1005,Mamaearth Anti-Hair Fall Shampoo,2024-07-03,1,349,Credit Card,5%,Mumbai,3.9
Purchase_591,C044,1005,Mamaearth Anti-Hair Fall Shampoo,2024-10-16,2,698,Debit Card,20%,Pune,4.4
Purchase_592,C044,1006,Mamaearth Ubtan Face Mask,2025-03-12,1,349,Debit Card,10%,Delhi,4.5
Purchase_593,C044,1002,Mamaearth Vitamin C Face Cream,2025-03-12,1,499,UPI,0%,Delhi,4.4
Purchase_594,C044,1005,Mamaearth Anti-Hair Fall Shampoo,2025-06-01,2,698,Net Banking,20%,Mumbai,4.0
Purchase_595,C045,1004,Mamaearth Tea Tree Face Wash,2023-09-16,1,349,Credit Card,5%,Chennai,4.3
Purchase_596,C045,1002,Mamaearth Vitamin C Face Cream,2024-01-18,1,499,Debit Card,5%,Delhi,4.4
Purchase_597,C045,1004,Mamaearth Tea Tree Face Wash,2024-01-18,1,349,UPI,15%,Chennai,4.1
Purchase_598,C045,1004,Mamaearth Tea Tree Face Wash,2024-06-12,2,698,Net Banking,10%,Chennai,4.4
Purchase_599,C045,1006,Mamaearth Ubtan Face Mask,2024-06-12,1,349,UPI,20%,Delhi,3.9
Purchase_600,C045,1003,Mamaearth Charcoal Body Wash,2024-07-01,1,349,Net Banking,5%,Mumbai,4.5
Purchase_601,C045,1006,Mamaearth Ubtan Face Mask,2024-07-01,1,349,Net Banking,20%,Delhi,4.2
Purchase_602,C045,1003,Mamaearth Charcoal Body Wash,2024-12-15,1,349,Debit Card,5%,Pune,4.1
Purchase_603,C045,1003,Mamaearth Charcoal Body Wash,2024-12-15,1,349,Credit Card,0%,Pune,4.2
Purchase_604,C045,1001,Mamaearth Onion Hair Oil,2025-01-25,2,798,UPI,10%,Bangalore,3.5
Purchase_605,C045,1006,Mamaearth Ubtan Face Mask,2025-01-25,2,698,Net Banking,10%,Bangalore,4.8
Purchase_606,C045,1004,Mamaearth Tea Tree Face Wash,2025-05-22,2,698,Debit Card,5%,Mumbai,4.8
Purchase_607,C045,1004,Mamaearth Tea Tree Face Wash,2025-06-01,1,349,Credit Card,10%,Delhi,4.4
Purchase_608,C046,1003,Mamaearth Charcoal Body Wash,2023-12-21,2,698,Credit Card,10%,Mumbai,4.0
Purchase_609,C046,1002,Mamaearth Vitamin C Face Cream,2023-12-22,2,998,UPI,15%,Chennai,4.5
Purchase_610,C046,1002,Mamaearth Vitamin C Face Cream,2023-12-22,2,998,Debit Card,20%,Pune,3.6
Purchase_611,C046,1006,Mamaearth Ubtan Face Mask,2024-12-31,1,349,Debit Card,20%,Delhi,4.5
Purchase_612,C046,1004,Mamaearth Tea Tree Face Wash,2025-03-16,1,349,UPI,20%,Chennai,4.4
Purchase_613,C046,1003,Mamaearth Charcoal Body Wash,2025-03-16,2,698,Net Banking,5%,Delhi,3.5
Purchase_614,C046,1002,Mamaearth Vitamin C Face Cream,2025-05-15,2,998,Debit Card,10%,Chennai,4.1
Purchase_615,C047,1006,Mamaearth Ubtan Face Mask,2023-05-06,2,698,Net Banking,0%,Chennai,4.8
Purchase_616,C047,1001,Mamaearth Onion Hair Oil,2023-05-06,1,399,Credit Card,15%,Mumbai,3.7
Purchase_617,C047,1003,Mamaearth Charcoal Body Wash,2023-06-22,2,698,Credit Card,10%,Bangalore,3.9
Purchase_618,C047,1001,Mamaearth Onion Hair Oil,2023-06-22,2,798,Credit Card,20%,Mumbai,4.8
Purchase_619,C047,1002,Mamaearth Vitamin C Face Cream,2024-01-12,1,499,Credit Card,20%,Mumbai,3.7
Purchase_620,C047,1005,Mamaearth Anti-Hair Fall Shampoo,2024-08-07,2,698,UPI,10%,Bangalore,3.7
Purchase_621,C047,1005,Mamaearth Anti-Hair Fall Shampoo,2025-01-23,1,349,Net Banking,15%,Mumbai,4.1
Purchase_622,C047,1001,Mamaearth Onion Hair Oil,2025-02-11,2,798,Net Banking,5%,Pune,4.5
Purchase_623,C047,1003,Mamaearth Charcoal Body Wash,2025-02-11,2,698,Net Banking,15%,Chennai,4.6
Purchase_624,C047,1001,Mamaearth Onion Hair Oil,2025-06-05,2,798,UPI,0%,Bangalore,4.5
Purchase_625,C048,1002,Mamaearth Vitamin C Face Cream,2023-05-16,1,499,Credit Card,15%,Bangalore,4.1
Purchase_626,C048,1001,Mamaearth Onion Hair Oil,2023-05-16,2,798,Net Banking,15%,Chennai,3.9
Purchase_627,C048,1003,Mamaearth Charcoal Body Wash,2023-06-14,2,698,Debit Card,10%,Bangalore,4.4
Purchase_628,C048,1006,Mamaearth Ubtan Face Mask,2023-09-25,2,698,Debit Card,20%,Pune,4.3
Purchase_629,C048,1001,Mamaearth Onion Hair Oil,2023-11-07,2,798,Credit Card,5%,Chennai,5.0
Purchase_630,C048,1004,Mamaearth Tea Tree Face Wash,2024-01-18,1,349,Net Banking,15%,Bangalore,4.5
Purchase_631,C048,1006,Mamaearth Ubtan Face Mask,2024-10-10,2,698,UPI,5%,Chennai,4.6
Purchase_632,C048,1004,Mamaearth Tea Tree Face Wash,2024-12-27,1,349,Credit Card,10%,Pune,4.1
Purchase_633,C048,1005,Mamaearth Anti-Hair Fall Shampoo,2025-01-11,1,349,Credit Card,0%,Bangalore,4.4
Purchase_634,C048,1003,Mamaearth Charcoal Body Wash,2025-01-11,1,349,Credit Card,15%,Delhi,3.5
Purchase_635,C048,1004,Mamaearth Tea Tree Face Wash,2025-05-20,2,698,Net Banking,10%,Chennai,3.6
Purchase_636,C049,1003,Mamaearth Charcoal Body Wash,2023-05-15,2,698,Net Banking,15%,Mumbai,4.3
Purchase_637,C049,1002,Mamaearth Vitamin C Face Cream,2023-10-13,1,499,UPI,15%,Chennai,4.3
Purchase_638,C049,1003,Mamaearth Charcoal Body Wash,2023-10-24,1,349,Credit Card,20%,Bangalore,5.0
Purchase_639,C049,1005,Mamaearth Anti-Hair Fall Shampoo,2023-10-24,2,698,Net Banking,20%,Pune,4.2
Purchase_640,C049,1003,Mamaearth Charcoal Body Wash,2023-11-26,2,698,UPI,15%,Delhi,3.9
Purchase_641,C049,1003,Mamaearth Charcoal Body Wash,2023-12-27,1,349,Credit Card,20%,Pune,4.5
Purchase_642,C049,1002,Mamaearth Vitamin C Face Cream,2024-05-24,2,998,Net Banking,0%,Delhi,4.7
Purchase_643,C049,1002,Mamaearth Vitamin C Face Cream,2024-05-24,2,998,Debit Card,0%,Bangalore,4.4
Purchase_644,C049,1002,Mamaearth Vitamin C Face Cream,2024-07-25,2,998,Credit Card,10%,Chennai,4.8
Purchase_645,C049,1006,Mamaearth Ubtan Face Mask,2024-07-29,1,349,Net Banking,0%,Chennai,3.6
Purchase_646,C049,1001,Mamaearth Onion Hair Oil,2024-07-29,2,798,Debit Card,0%,Mumbai,4.2
Purchase_647,C049,1004,Mamaearth Tea Tree Face Wash,2024-09-05,2,698,Debit Card,5%,Mumbai,4.6
Purchase_648,C049,1006,Mamaearth Ubtan Face Mask,2024-09-05,1,349,Debit Card,15%,Delhi,4.1
Purchase_649,C049,1004,Mamaearth Tea Tree Face Wash,2024-09-20,2,698,Debit Card,20%,Pune,3.6
Purchase_650,C049,1002,Mamaearth Vitamin C Face Cream,2024-09-20,2,998,UPI,20%,Bangalore,4.2
Purchase_651,C050,1005,Mamaearth Anti-Hair Fall Shampoo,2023-04-17,2,698,Net Banking,15%,Delhi,4.0
Purchase_652,C050,1002,Mamaearth Vitamin C Face Cream,2023-04-17,2,998,Net Banking,0%,Pune,4.8
Purchase_653,C050,1006,Mamaearth Ubtan Face Mask,2023-07-05,2,698,Credit Card,0%,Pune,3.5
Purchase_654,C050,1006,Mamaearth Ubtan Face Mask,2024-01-09,1,349,Debit Card,20%,Delhi,4.7
Purchase_655,C050,1005,Mamaearth Anti-Hair Fall Shampoo,2024-01-09,2,698,Debit Card,5%,Chennai,4.0
Purchase_656,C050,1005,Mamaearth Anti-Hair Fall Shampoo,2024-06-12,2,698,Credit Card,20%,Pune,4.9
Purchase_657,C050,1003,Mamaearth Charcoal Body Wash,2024-06-23,2,698,UPI,5%,Bangalore,4.8
Purchase_658,C050,1004,Mamaearth Tea Tree Face Wash,2024-10-16,2,698,Net Banking,0%,Chennai,4.6
Purchase_659,C051,1002,Mamaearth Vitamin C Face Cream,2023-12-19,1,499,UPI,5%,Delhi,4.5
Purchase_660,C051,1004,Mamaearth Tea Tree Face Wash,2023-12-30,1,349,Net Banking,10%,Delhi,3.5
Purchase_661,C051,1003,Mamaearth Charcoal Body Wash,2023-12-30,1,349,Net Banking,5%,Bangalore,3.7
Purchase_662,C051,1005,Mamaearth Anti-Hair Fall Shampoo,2024-04-22,1,349,Net Banking,0%,Mumbai,4.7
Purchase_663,C051,1005,Mamaearth Anti-Hair Fall Shampoo,2024-09-26,2,698,Debit Card,0%,Mumbai,3.7
Purchase_664,C051,1006,Mamaearth Ubtan Face Mask,2024-09-26,2,698,Debit Card,15%,Bangalore,4.8
Purchase_665,C051,1001,Mamaearth Onion Hair Oil,2025-02-08,2,798,UPI,20%,Delhi,4.4
Purchase_666,C051,1006,Mamaearth Ubtan Face Mask,2025-02-08,1,349,Credit Card,20%,Chennai,3.9
Purchase_667,C052,1006,Mamaearth Ubtan Face Mask,2023-09-07,2,698,UPI,10%,Delhi,4.7
Purchase_668,C052,1004,Mamaearth Tea Tree Face Wash,2023-09-30,1,349,Credit Card,10%,Bangalore,3.8
Purchase_669,C052,1002,Mamaearth Vitamin C Face Cream,2024-01-11,1,499,Debit Card,20%,Pune,3.6
Purchase_670,C052,1003,Mamaearth Charcoal Body Wash,2024-05-15,2,698,Net Banking,0%,Chennai,4.3
Purchase_671,C052,1006,Mamaearth Ubtan Face Mask,2024-05-15,1,349,Debit Card,15%,Mumbai,4.8
Purchase_672,C052,1001,Mamaearth Onion Hair Oil,2024-06-18,2,798,UPI,20%,Delhi,3.5
Purchase_673,C052,1006,Mamaearth Ubtan Face Mask,2024-06-18,2,698,UPI,10%,Mumbai,4.0
Purchase_674,C052,1001,Mamaearth Onion Hair Oil,2024-06-30,2,798,Net Banking,15%,Chennai,3.7
Purchase_675,C052,1006,Mamaearth Ubtan Face Mask,2024-06-30,2,698,UPI,0%,Bangalore,3.9
Purchase_676,C053,1001,Mamaearth Onion Hair Oil,2024-01-15,2,798,Net Banking,0%,Mumbai,4.0
Purchase_677,C053,1002,Mamaearth Vitamin C Face Cream,2024-01-15,2,998,Net Banking,20%,Delhi,4.2
Purchase_678,C053,1003,Mamaearth Charcoal Body Wash,2024-08-25,1,349,UPI,15%,Delhi,4.4
Purchase_679,C053,1003,Mamaearth Charcoal Body Wash,2024-11-30,1,349,Net Banking,10%,Mumbai,4.1
Purchase_680,C053,1005,Mamaearth Anti-Hair Fall Shampoo,2024-11-30,1,349,Credit Card,5%,Bangalore,4.5
Purchase_681,C053,1001,Mamaearth Onion Hair Oil,2025-04-26,2,798,UPI,20%,Mumbai,4.5
Purchase_682,C053,1005,Mamaearth Anti-Hair Fall Shampoo,2025-06-25,1,349,Net Banking,5%,Delhi,4.1
Purchase_683,C053,1001,Mamaearth Onion Hair Oil,2025-06-25,2,798,Debit Card,5%,Pune,4.1
Purchase_684,C054,1002,Mamaearth Vitamin C Face Cream,2023-04-22,1,499,Debit Card,20%,Chennai,4.7
Purchase_685,C054,1005,Mamaearth Anti-Hair Fall Shampoo,2023-04-22,1,349,Net Banking,15%,Mumbai,4.6
Purchase_686,C054,1002,Mamaearth Vitamin C Face Cream,2023-11-01,2,998,Credit Card,10%,Mumbai,4.2
Purchase_687,C054,1006,Mamaearth Ubtan Face Mask,2023-11-01,2,698,UPI,20%,Chennai,4.2
Purchase_688,C054,1005,Mamaearth Anti-Hair Fall Shampoo,2024-02-07,1,349,Net Banking,15%,Mumbai,3.6
Purchase_689,C054,1004,Mamaearth Tea Tree Face Wash,2024-02-07,1,349,Credit Card,10%,Mumbai,3.9
Purchase_690,C054,1006,Mamaearth Ubtan Face Mask,2024-04-11,2,698,Credit Card,20%,Chennai,4.7
Purchase_691,C054,1004,Mamaearth Tea Tree Face Wash,2024-04-11,2,698,UPI,20%,Chennai,3.6
Purchase_692,C054,1005,Mamaearth Anti-Hair Fall Shampoo,2025-07-29,2,698,Net Banking,15%,Pune,4.4
Purchase_693,C055,1005,Mamaearth Anti-Hair Fall Shampoo,2023-05-13,2,698,UPI,5%,Chennai,4.8
Purchase_694,C055,1006,Mamaearth Ubtan Face Mask,2023-05-13,1,349,Net Banking,10%,Pune,4.4
Purchase_695,C055,1002,Mamaearth Vitamin C Face Cream,2024-01-03,2,998,Debit Card,0%,Mumbai,3.6
Purchase_696,C055,1003,Mamaearth Charcoal Body Wash,2024-01-03,1,349,Debit Card,0%,Chennai,4.5
Purchase_697,C055,1003,Mamaearth Charcoal Body Wash,2024-05-24,1,349,Net Banking,5%,Pune,4.2
Purchase_698,C055,1003,Mamaearth Charcoal Body Wash,2024-05-24,1,349,Credit Card,15%,Chennai,3.7
Purchase_699,C055,1001,Mamaearth Onion Hair Oil,2024-09-22,1,399,Debit Card,10%,Delhi,4.5
Purchase_700,C055,1006,Mamaearth Ubtan Face Mask,2024-12-31,1,349,Credit Card,5%,Delhi,4.9
Purchase_701,C055,1005,Mamaearth Anti-Hair Fall Shampoo,2024-12-31,2,698,Debit Card,5%,Delhi,4.8
Purchase_702,C055,1002,Mamaearth Vitamin C Face Cream,2025-02-01,1,499,Net Banking,5%,Pune,4.4
Purchase_703,C055,1006,Mamaearth Ubtan Face Mask,2025-02-01,1,349,Debit Card,0%,Chennai,4.7
Purchase_704,C055,1004,Mamaearth Tea Tree Face Wash,2025-03-09,1,349,UPI,20%,Chennai,4.8
Purchase_705,C055,1002,Mamaearth Vitamin C Face Cream,2025-03-09,2,998,UPI,5%,Bangalore,4.2
Purchase_706,C055,1001,Mamaearth Onion Hair Oil,2025-03-16,2,798,Debit Card,5%,Pune,4.3
Purchase_707,C055,1001,Mamaearth Onion Hair Oil,2025-03-16,2,798,Debit Card,15%,Chennai,4.2
Purchase_708,C055,1004,Mamaearth Tea Tree Face Wash,2025-04-20,1,349,Debit Card,10%,Chennai,4.1
Purchase_709,C055,1006,Mamaearth Ubtan Face Mask,2025-04-20,1,349,Debit Card,20%,Bangalore,4.1
Purchase_710,C055,1003,Mamaearth Charcoal Body Wash,2025-04-24,2,698,Net Banking,10%,Delhi,3.9
Purchase_711,C055,1003,Mamaearth Charcoal Body Wash,2025-04-24,1,349,Credit Card,20%,Chennai,4.8
Purchase_712,C055,1005,Mamaearth Anti-Hair Fall Shampoo,2025-05-12,2,698,Net Banking,0%,Mumbai,4.5
Purchase_713,C055,1003,Mamaearth Charcoal Body Wash,2025-05-22,1,349,UPI,10%,Delhi,3.9
Purchase_714,C056,1001,Mamaearth Onion Hair Oil,2023-08-29,2,798,Net Banking,20%,Chennai,3.8
Purchase_715,C056,1001,Mamaearth Onion Hair Oil,2023-08-29,1,399,Net Banking,15%,Bangalore,4.0
Purchase_716,C056,1002,Mamaearth Vitamin C Face Cream,2023-10-20,2,998,Debit Card,5%,Bangalore,4.7
Purchase_717,C056,1002,Mamaearth Vitamin C Face Cream,2023-10-20,2,998,Net Banking,0%,Bangalore,3.9
Purchase_718,C056,1003,Mamaearth Charcoal Body Wash,2023-11-11,2,698,Credit Card,20%,Delhi,4.5
Purchase_719,C056,1002,Mamaearth Vitamin C Face Cream,2023-11-11,2,998,Net Banking,0%,Bangalore,3.8
Purchase_720,C056,1006,Mamaearth Ubtan Face Mask,2024-03-17,1,349,UPI,15%,Pune,5.0
Purchase_721,C056,1005,Mamaearth Anti-Hair Fall Shampoo,2024-03-17,2,698,UPI,5%,Chennai,3.5
Purchase_722,C056,1001,Mamaearth Onion Hair Oil,2024-03-22,1,399,Credit Card,5%,Bangalore,4.8
Purchase_723,C056,1003,Mamaearth Charcoal Body Wash,2024-04-18,2,698,Debit Card,15%,Bangalore,4.7
Purchase_724,C056,1001,Mamaearth Onion Hair Oil,2024-05-10,1,399,UPI,10%,Mumbai,4.1
Purchase_725,C056,1005,Mamaearth Anti-Hair Fall Shampoo,2024-07-25,1,349,UPI,0%,Delhi,4.6
Purchase_726,C056,1005,Mamaearth Anti-Hair Fall Shampoo,2025-01-06,2,698,Net Banking,0%,Chennai,3.5
Purchase_727,C056,1003,Mamaearth Charcoal Body Wash,2025-03-28,2,698,Net Banking,20%,Pune,4.8
Purchase_728,C056,1001,Mamaearth Onion Hair Oil,2025-03-28,2,798,Credit Card,5%,Delhi,4.5
Purchase_729,C056,1003,Mamaearth Charcoal Body Wash,2025-05-02,2,698,UPI,0%,Chennai,4.6
Purchase_730,C056,1001,Mamaearth Onion Hair Oil,2025-05-02,2,798,Debit Card,10%,Pune,4.5
Purchase_731,C057,1006,Mamaearth Ubtan Face Mask,2023-07-14,2,698,Net Banking,5%,Delhi,3.6
Purchase_732,C057,1004,Mamaearth Tea Tree Face Wash,2023-07-14,2,698,Credit Card,15%,Chennai,4.9
Purchase_733,C057,1005,Mamaearth Anti-Hair Fall Shampoo,2023-12-02,1,349,UPI,0%,Delhi,4.7
Purchase_734,C057,1003,Mamaearth Charcoal Body Wash,2023-12-12,2,698,Debit Card,10%,Chennai,4.6
Purchase_735,C057,1003,Mamaearth Charcoal Body Wash,2024-03-24,1,349,Debit Card,5%,Delhi,4.1
Purchase_736,C057,1003,Mamaearth Charcoal Body Wash,2024-04-05,1,349,UPI,5%,Delhi,4.6
Purchase_737,C057,1006,Mamaearth Ubtan Face Mask,2024-04-05,1,349,UPI,15%,Chennai,4.9
Purchase_738,C057,1001,Mamaearth Onion Hair Oil,2024-05-07,1,399,Credit Card,20%,Pune,3.8
Purchase_739,C057,1001,Mamaearth Onion Hair Oil,2024-05-07,1,399,Debit Card,20%,Chennai,4.4
Purchase_740,C057,1003,Mamaearth Charcoal Body Wash,2024-07-24,1,349,Credit Card,0%,Mumbai,3.8
Purchase_741,C057,1005,Mamaearth Anti-Hair Fall Shampoo,2024-10-12,1,349,UPI,20%,Chennai,4.9
Purchase_742,C057,1002,Mamaearth Vitamin C Face Cream,2024-10-12,2,998,UPI,10%,Pune,4.8
Purchase_743,C057,1006,Mamaearth Ubtan Face Mask,2025-01-01,1,349,UPI,10%,Chennai,3.7
Purchase_744,C057,1006,Mamaearth Ubtan Face Mask,2025-05-06,2,698,UPI,20%,Delhi,4.3
Purchase_745,C057,1004,Mamaearth Tea Tree Face Wash,2025-05-06,1,349,UPI,20%,Bangalore,4.6
Purchase_746,C058,1004,Mamaearth Tea Tree Face Wash,2023-08-25,2,698,Net Banking,0%,Chennai,4.8
Purchase_747,C058,1003,Mamaearth Charcoal Body Wash,2023-09-13,2,698,Net Banking,5%,Chennai,4.8
Purchase_748,C058,1006,Mamaearth Ubtan Face Mask,2024-01-02,2,698,Credit Card,10%,Pune,3.8
Purchase_749,C058,1003,Mamaearth Charcoal Body Wash,2024-06-23,2,698,Net Banking,15%,Delhi,4.2
Purchase_750,C058,1006,Mamaearth Ubtan Face Mask,2024-06-23,2,698,Credit Card,10%,Pune,4.8
Purchase_751,C058,1005,Mamaearth Anti-Hair Fall Shampoo,2025-05-26,2,698,Credit Card,0%,Chennai,5.0
Purchase_752,C058,1003,Mamaearth Charcoal Body Wash,2025-06-12,1,349,UPI,5%,Delhi,3.9
Purchase_753,C058,1005,Mamaearth Anti-Hair Fall Shampoo,2025-08-02,2,698,Credit Card,0%,Chennai,4.4
Purchase_754,C059,1004,Mamaearth Tea Tree Face Wash,2023-04-23,1,349,UPI,0%,Bangalore,4.9
Purchase_755,C059,1005,Mamaearth Anti-Hair Fall Shampoo,2023-04-23,1,349,Net Banking,15%,Mumbai,3.7
Purchase_756,C059,1003,Mamaearth Charcoal Body Wash,2024-05-22,1,349,Net Banking,20%,Bangalore,5.0
Purchase_757,C059,1005,Mamaearth Anti-Hair Fall Shampoo,2024-07-12,2,698,Net Banking,20%,Delhi,4.2
Purchase_758,C059,1003,Mamaearth Charcoal Body Wash,2024-07-19,2,698,UPI,0%,Mumbai,4.6
Purchase_759,C059,1002,Mamaearth Vitamin C Face Cream,2024-07-19,2,998,UPI,15%,Chennai,4.0
Purchase_760,C059,1006,Mamaearth Ubtan Face Mask,2025-06-26,1,349,Debit Card,15%,Bangalore,4.0
Purchase_761,C059,1002,Mamaearth Vitamin C Face Cream,2025-06-26,2,998,Credit Card,20%,Mumbai,3.5
Purchase_762,C060,1005,Mamaearth Anti-Hair Fall Shampoo,2023-08-26,2,698,Debit Card,5%,Chennai,4.3
Purchase_763,C060,1003,Mamaearth Charcoal Body Wash,2023-08-26,1,349,Net Banking,20%,Pune,4.4
Purchase_764,C060,1001,Mamaearth Onion Hair Oil,2023-09-29,1,399,Credit Card,20%,Chennai,4.5
Purchase_765,C060,1005,Mamaearth Anti-Hair Fall Shampoo,2023-10-15,2,698,Debit Card,15%,Bangalore,4.8
Purchase_766,C060,1001,Mamaearth Onion Hair Oil,2023-10-15,1,399,UPI,20%,Chennai,3.7
Purchase_767,C060,1001,Mamaearth Onion Hair Oil,2024-03-20,1,399,UPI,10%,Mumbai,4.1
Purchase_768,C060,1005,Mamaearth Anti-Hair Fall Shampoo,2024-11-28,2,698,Credit Card,15%,Mumbai,3.9
Purchase_769,C060,1002,Mamaearth Vitamin C Face Cream,2024-11-28,1,499,UPI,15%,Pune,4.0
Purchase_770,C060,1004,Mamaearth Tea Tree Face Wash,2025-04-21,2,698,Credit Card,10%,Mumbai,4.7
Purchase_771,C060,1003,Mamaearth Charcoal Body Wash,2025-04-21,2,698,UPI,5%,Delhi,4.2
Purchase_772,C060,1003,Mamaearth Charcoal Body Wash,2025-05-20,2,698,Net Banking,20%,Pune,5.0
Purchase_773,C060,1004,Mamaearth Tea Tree Face Wash,2025-06-08,1,349,UPI,20%,Pune,4.9
Purchase_774,C060,1001,Mamaearth Onion Hair Oil,2025-07-18,2,798,Debit Card,10%,Chennai,4.3
Purchase_775,C061,1001,Mamaearth Onion Hair Oil,2023-06-03,2,798,Credit Card,5%,Chennai,3.9
Purchase_776,C061,1006,Mamaearth Ubtan Face Mask,2023-11-02,2,698,Debit Card,20%,Chennai,4.3
Purchase_777,C061,1003,Mamaearth Charcoal Body Wash,2023-11-06,2,698,UPI,15%,Chennai,4.1
